,sentence,sent_length,end_of_par,final_punct,final_word
354,"G 'night, Professor McGonagall - Professor Dumbledore, sir.""
",61,1,"""","sir.""
"
355,"Wiping his streaming eyes on his jacket sleeve, Hagrid swung himself onto the motorcycle and kicked the engine into life; with a roar it rose into the air and off into the night.
",179,1,.,"night.
"
356,"""I shall see you soon, I expect, Professor McGonagall,"" said Dumbledore, nodding to her.",88,0,.,her.
357,"Professor McGonagall blew her nose in reply.
",45,1,.,"reply.
"
358,Dumbledore turned and walked back down the street.,50,0,.,street.
359,On the corner he stopped and took out the silver Put- Outer.,60,0,.,Outer.
360,"He clicked it once, and twelve balls of light sped back to their street lamps so that Privet Drive glowed suddenly orange and he could make out a tabby cat slinking around the corner at the other end of the street.",214,0,.,street.
361,"He could just see the bundle of blankets on the step of number four.
",69,1,.,"four.
"
362,"""Good luck, Harry,"" he murmured.",32,0,.,murmured.
363,"He turned on his heel and with a swish of his cloak, he was gone.
",66,1,.,"gone.
"
364,"A breeze ruffled the neat hedges of Privet Drive, which lay silent and tidy under the inky sky, the very last place you would expect astonishing things to happen.",162,0,.,happen.
365,Harry Potter rolled over inside his blankets without waking up.,63,0,.,up.
366,"One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs.
",178,1,.,"Mrs.
"
367,"Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley.",165,0,.,Dudley.
368,...,3,0,.,...
369,"He couldn't know that at this very moment, people meeting in secret all over the country were holding up their glasses and saying in hushed voices: ""To Harry Potter - the boy who lived!""
",187,1,"""","lived!""
"
370,"Nearly ten years had passed since the Dursleys had woken up to find their nephew on the front step, but Privet Drive had hardly changed at all.",143,0,.,all.
371,"The sun rose on the same tidy front gardens and lit up the brass number four on the Dursleys' front door; it crept into their living room, which was almost exactly the same as it had been on the night when Mr. Dursley had seen that fateful news report about the owls.",267,0,.,owls.
372,Only the photographs on the mantelpiece really showed how much time had passed.,79,0,.,passed.
373,"Ten years ago, there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets - but Dudley Dursley was no longer a baby, and now the photographs showed a large blond boy riding his first bicycle, on a carousel at the fair, playing a computer game with his father, being hugged and kissed by his mother.",349,0,.,mother.
374,"The room held no sign at all that another boy lived in the house, too.
",71,1,.,"too.
"
375,"Yet Harry Potter was still there, asleep at the moment, but not for long.",73,0,.,long.
376,"His Aunt Petunia was awake and it was her shrill voice that made the first noise of the day.
",93,1,.,"day.
"
377,"""Up!",4,0,!,"""Up!"
378,Get up!,7,0,!,up!
379,"Now!""
",6,1,"""","Now!""
"
380,Harry woke with a start.,24,0,.,start.
381,"His aunt rapped on the door again.
",35,1,.,"again.
"
382,"""Up!""",5,0,"""","""Up!"""
383,she screeched.,14,0,.,screeched.
384,Harry heard her walking toward the kitchen and then the sound of the frying pan being put on the stove.,103,0,.,stove.
385,He rolled onto his back and tried to remember the dream he had been having.,75,0,.,having.
386,It had been a good one.,23,0,.,one.
387,There had been a flying motorcycle in it.,41,0,.,it.
388,"He had a funny feeling he'd had the same dream before.
",55,1,.,"before.
"
389,"His aunt was back outside the door.
",36,1,.,"door.
"
390,"""Are you up yet?""",17,0,"""","yet?"""
391,"she demanded.
",14,1,.,"demanded.
"
392,"""Nearly,"" said Harry.
",22,1,.,"Harry.
"
393,"""Well, get a move on, I want you to look after the bacon.",57,0,.,bacon.
394,"And don't you dare let it burn, I want everything perfect on Duddy's birthday.""
",80,1,"""","birthday.""
"
395,"Harry groaned.
",15,1,.,"groaned.
"
396,"""What did you say?""",19,0,"""","say?"""
397,"his aunt snapped through the door.
",35,1,.,"door.
"
398,"""Nothing, nothing ...""
",23,1,"""","...""
"
399,Dudley's birthday - how could he have forgotten?,48,0,?,forgotten?
400,Harry got slowly out of bed and started looking for socks.,58,0,.,socks.
401,"He found a pair under his bed and, after pulling a spider off one of them, put them on.",87,0,.,on.
402,"Harry was used to spiders, because the cupboard under the stairs was full of them, and that was where he slept.
",112,1,.,"slept.
"
403,When he was dressed he went down the hall into the kitchen.,59,0,.,kitchen.
404,The table was almost hidden beneath all Dudley's birthday presents.,67,0,.,presents.
405,"It looked as though Dudley had gotten the new computer he wanted, not to mention the second television and the racing bike.",123,0,.,bike.
406,"Exactly why Dudley wanted a racing bike was a mystery to Harry, as Dudley was very fat and hated exercise - unless of course it involved punching somebody.",155,0,.,somebody.
407,"Dudley's favorite punching bag was Harry, but he couldn't often catch him.",74,0,.,him.
408,"Harry didn't look it, but he was very fast.
",44,1,.,"fast.
"
409,"Perhaps it had something to do with living in a dark cupboard, but Harry had always been small and skinny for his age.",118,0,.,age.
410,"He looked even smaller and skinnier than he really was because all he had to wear were old clothes of Dudley's, and Dudley was about four times bigger than he was.",163,0,.,was.
411,"Harry had a thin face, knobbly knees, black hair, and bright green eyes.",72,0,.,eyes.
412,He wore round glasses held together with a lot of Scotch tape because of all the times Dudley had punched him on the nose.,122,0,.,nose.
413,The only thing Harry liked about his own appearance was a very thin scar on his forehead that was shaped like a bolt of lightning.,130,0,.,lightning.
414,"He had had it as long as he could remember, and the first question he could ever remember asking his Aunt Petunia was how he had gotten it.
",140,1,.,"it.
"
415,"""In the car crash when your parents died,"" she had said.",56,0,.,said.
416,"""And don't ask questions.""
",27,1,"""","questions.""
"
417,"Don't ask questions - that was the first rule for a quiet life with the Dursleys.
",82,1,.,"Dursleys.
"
418,"Uncle Vernon entered the kitchen as Harry was turning over the bacon.
",70,1,.,"bacon.
"
419,"""Comb your hair!""",17,0,"""","hair!"""
420,"he barked, by way of a morning greeting.
",41,1,.,"greeting.
"
421,"About once a week, Uncle Vernon looked over the top of his newspaper and shouted that Harry needed a haircut.",109,0,.,haircut.
422,"Harry must have had more haircuts than the rest of the boys in his class put together, but it made no difference, his hair simply grew that way - all over the place.
",166,1,.,"place.
"
423,Harry was frying eggs by the time Dudley arrived in the kitchen with his mother.,80,0,.,mother.
424,Dudley looked a lot like Uncle Vernon.,38,0,.,Vernon.
425,"He had a large pink face, not much neck, small, watery blue eyes, and thick blond hair that lay smoothly on his thick, fat head.",128,0,.,head.
426,"Aunt Petunia often said that Dudley looked like a baby angel - Harry often said that Dudley looked like a pig in a wig.
",120,1,.,"wig.
"
427,"Harry put the plates of egg and bacon on the table, which was difficult as there wasn't much room.",98,0,.,room.
428,"Dudley, meanwhile, was counting his presents.",45,0,.,presents.
429,"His face fell.
",15,1,.,"fell.
"
430,"""Thirty-six,"" he said, looking up at his mother and father.",59,0,.,father.
431,"""That's two less than last year.""
",34,1,"""","year.""
"
432,"""Darling, you haven't counted Auntie Marge's present, see, it's here under this big one from Mommy and Daddy.""
",111,1,"""","Daddy.""
"
433,"""All right, thirty-seven then,"" said Dudley, going red in the face.",67,0,.,face.
434,"Harry, who could see a huge Dudley tantrum coming on, began wolfing down his bacon as fast as possible in case Dudley turned the table over.
",141,1,.,"over.
"
435,"Aunt Petunia obviously scented danger, too, because she said quickly, ""And we'll buy you another two presents while we're out today.",132,0,.,today.
436,"How's that, popkin?",19,0,?,popkin?
437,Two more presents.,18,0,.,presents.
438,"Is that all right?""
",20,1,"""","right?""
"
439,Dudley thought for a moment.,28,0,.,moment.
440,It looked like hard work.,25,0,.,work.
441,"Finally he said slowly, ""So I'll have thirty ... thirty ...""
",61,1,"""","...""
"
442,"""Thirty-nine, sweetums,"" said Aunt Petunia.
",44,1,.,"Petunia.
"
443,"""Oh.""",5,0,"""","""Oh."""
444,Dudley sat down heavily and grabbed the nearest parcel.,55,0,.,parcel.
445,"""All right then.""
",18,1,"""","then.""
"
446,"Uncle Vernon chuckled.
",23,1,.,"chuckled.
"
447,"""Little tyke wants his money's worth, just like his father.",59,0,.,father.
448,"'Atta boy, Dudley!""",19,0,"""","Dudley!"""
449,"He ruffled Dudley's hair.
",26,1,.,"hair.
"
450,"At that moment the telephone rang and Aunt Petunia went to answer it while Harry and Uncle Vernon watched Dudley unwrap the racing bike, a video camera, a remote control airplane, sixteen new computer games, and a VCR.",218,0,.,VCR.
451,"He was ripping the paper off a gold wristwatch when Aunt Petunia came back from the telephone looking both angry and worried.
",126,1,.,"worried.
"
452,"""Bad news, Vernon,"" she said.",29,0,.,said.
453,"""Mrs. Figg's broken her leg.",28,0,.,leg.
454,"She can't take him.""",20,0,"""","him."""
455,"She jerked her head in Harry's direction.
",42,1,.,"direction.
"
456,"Dudley's mouth fell open in horror, but Harry's heart gave a leap.",66,0,.,leap.
457,"Every year on Dudley's birthday, his parents took him and a friend out for the day, to adventure parks, hamburger restaurants, or the movies.",141,0,.,movies.
458,"Every year, Harry was left behind with Mrs. Figg, a mad old lady who lived two streets away.
",93,1,.,"away.
"
459,Harry hated it there.,21,0,.,there.
460,"The whole house smelled of cabbage and Mrs. Figg made him look at photographs of all the cats she'd ever owned.
",112,1,.,"owned.
"
461,"""Now what?""",11,0,"""","what?"""
462,"said Aunt Petunia, looking furiously at Harry as though he'd planned this.",74,0,.,this.
463,"Harry knew he ought to feel sorry that Mrs. Figg had broken her leg, but it wasn't easy when he reminded himself it would be a whole year before he had to look at Tibbies, Snowy, Mr. Paws, and Tufty again.
",206,1,.,"again.
"
464,"""We could phone Marge,"" Uncle Vernon suggested.
",48,1,.,"suggested.
"
465,"""Don't be silly, Vernon, she hates the boy.""
",45,1,"""","boy.""
"
466,"The Dursleys often spoke about Harry like this, as though he wasn't there - or rather, as though he was something very nasty that couldn't understand them, like a slug.
",169,1,.,"slug.
"
467,"""What about what's-her-name, your friend - Yvonne?""
",52,1,"""","Yvonne?""
"
468,"""On vacation in Majorca,"" snapped Aunt Petunia.
",48,1,.,"Petunia.
"
469,"""You could just leave me here,"" Harry put in hopefully (he'd be able to watch what he wanted on television for a change and maybe even have a go on Dudley's computer) .
",169,1,.,".
"
470,"Aunt Petunia looked as though she'd just swallowed a lemon.
",60,1,.,"lemon.
"
471,"""And come back and find the house in ruins?""",44,0,"""","ruins?"""
472,"she snarled.
",13,1,.,"snarled.
"
473,"""I won't blow up the house,"" said Harry, but they weren't listening.
",69,1,.,"listening.
"
474,"""I suppose we could take him to the zoo,"" said Aunt Petunia slowly, ""... and leave him in the car.",98,0,.,car.
475,"...""
",5,1,"""","...""
"
476,"""That cars new, he's not sitting in it alone.",45,0,.,alone.
477,"...""
",5,1,"""","...""
"
478,Dudley began to cry loudly.,27,0,.,loudly.
479,"In fact, he wasn't really crying - it had been years since he'd really cried - but he knew that if he screwed up his face and wailed, his mother would give him anything he wanted.
",180,1,.,"wanted.
"
480,"""Dinky Duddydums, don't cry, Mummy won't let him spoil your special day!""",73,0,"""","day!"""
481,"she cried, flinging her arms around him.
",41,1,.,"him.
"
482,"""I ... don't ... want ... him ... t-t-to come!""",47,0,"""","come!"""
483,"Dudley yelled between huge, pretend sobs.",41,0,.,sobs.
484,"""He always sp- spoils everything!""",34,0,"""","everything!"""
485,"He shot Harry a nasty grin through the gap in his mothers arms.
",64,1,.,"arms.
"
486,"Just then, the doorbell rang - ""Oh, good Lord, they're here!""",61,0,"""","here!"""
487,"said Aunt Petunia frantically - and a moment later, Dudley's best friend, Piers Polkiss, walked in with his mother.",115,0,.,mother.
